startup_name,angel,startup_industry,region,startup_location,total_participation_in_percent,birthdate,count
Signatrix GmbH,JOHANNES_GERD_EDUARD_SCHRADER,software,other,berlin,0.46,1977-02-11 0:00:00,1
Signatrix GmbH,ANVIG_GmbH,software,cologne,berlin,1.175,1966-03-01 0:00:00,1
KUNO GmbH,Aurinko_GmbH,finance,berlin,berlin,0.3,1989-02-25 0:00:00,1
Cannify Pharma GmbH,Bernd_Heuer,medicine_biotech,cologne,aachen,6.6,,1
denovoMATRIX GmbH,alpha-moringa_GmbH_Sitz:_Bad_Nenndorf_AG_Stadthagen,medicine_biotech,international,dresden,38.0,1966-04-05 0:00:00,1
Payforce GmbH,ItoR_GmbH,finance,munich,münchen,7.65,1971-04-26 0:00:00,1
Payforce GmbH,Solomon-Daniel_Dines,finance,international,münchen,0.325,1972-01-01 0:00:00,1
Payforce GmbH,PenteCost_GmbH,finance,other,münchen,1.376869628,1950-07-16 0:00:00,1
Payforce GmbH,JOKALOU_Unternehmensbeteiligungen_GmbH,finance,munich,münchen,1.675,1958-07-12 0:00:00,1
Payforce GmbH,Prof._Dr._Thomas_Ischinger,finance,munich,münchen,33.035,1949-04-16 0:00:00,1
Redwave Medical GmbH,Dr._Gerhard_Scheuch,medicine_biotech,other,jena,9.4635,1955-11-12 0:00:00,1
Redwave Medical GmbH,Pasame_XingFu_UG_(haftungsbeschränkt)_Berlin,medicine_biotech,berlin,jena,0.0875,1980-11-24 0:00:00,1
Redwave Medical GmbH,Cinco_Capital_GmbH,medicine_biotech,berlin,jena,24.56666667,1968-10-28 0:00:00,1
Target Mobility GmbH,THOR_Ventures_Berlin_GmbH,mobility,berlin,berlin,0.5555,1972-05-25 0:00:00,1
Target Mobility GmbH,"Rosenberger,_Johannes_Jakob",mobility,other,berlin,7.869,1987-11-10 0:00:00,1
Target Mobility GmbH,Erik_Ziegler,mobility,berlin,berlin,41.5,1998-06-30 0:00:00,1
4.screen GmbH,Dr._Hans_Albrecht,mobility,munich,münchen,9.175,1955-03-19 0:00:00,1
Cinetica GmbH,Michael_Diehl,hardware,frankfurt,münchen,0.5749333333,1962-08-20 0:00:00,1
Cinetica GmbH,ValueCap_GmbH,hardware,other,münchen,3.8507,1969-05-02 0:00:00,1
EDUBAO GmbH,Refined_Ventures_UG_(haftungsbeschränkt)_AG,education,berlin,berlin,49.75725,1987-06-27 0:00:00,1
Freework GmbH,Amalthea_Ventures_GmbH,software,munich,münchen,18.525,1970-08-31 0:00:00,1
Freework GmbH,Aelius_Ventures_GmbH,software,berlin,münchen,17.62,1983-09-04 0:00:00,1
Freework GmbH,acmaios_GmbH,software,munich,münchen,2.89695572,1959-05-27 0:00:00,1
Lylu GmbH,Philipp_Köhler_Ventures_GmbH,software,frankfurt,darmstadt,37.5,1993-04-26 0:00:00,1
Lylu GmbH,Tomas_Jäger,software,frankfurt,darmstadt,50.0,1997-09-23 0:00:00,1
Lylu GmbH,KM_596_GmbH,software,cologne,darmstadt,19.71444,1980-02-11 0:00:00,1
Lylu GmbH,Atlas_Tech_UG_(haftungsbeschränkt),software,berlin,darmstadt,42.646,1991-10-15 0:00:00,1
AIR GmbH,Tobias_Lang,insurance,other,mannheim,29.78,1972-12-14 0:00:00,1
mk2 Biotechnologies GmbH,TactiQ_GmbH,industry,munich,planegg,19.35,1970-10-06 0:00:00,1
mk2 Biotechnologies GmbH,"Nowak,_Walter",industry,munich,planegg,11.25,1976-10-04 0:00:00,1
mk2 Biotechnologies GmbH,Grabmayr_Enterprises_GmbH,industry,munich,planegg,32.34,1983-09-15 0:00:00,1
mk2 Biotechnologies GmbH,Lata_Venture_UG_(haftungsbeschränkt),industry,munich,planegg,7.289142395,1990-08-07 0:00:00,1
Gut versorgt in ... GmbH,Yixin_Zhang_Ventures_UG_(haftungsbeschränkt),medicine_biotech,other,herford,11.2535,1972-04-24 0:00:00,1
Bosque GmbH,ALIN-PLAST_Anton_Linner_GmbH_mit_Sitz_in_Kulmbach,ecommerce,other,berlin,2.205,1975-09-30 0:00:00,1
inveox GmbH,Berendsen_Holding_GmbH_mit_Sitz_in_München,medicine_biotech,munich,garching b.münchen,9.198,1964-11-14 0:00:00,1
inveox GmbH,Octopus_Ventures_UG_(haftungsbeschränkt),medicine_biotech,munich,garching b.münchen,29.5,1997-05-13 0:00:00,1
inveox GmbH,Thomas_Müller,medicine_biotech,munich,garching b.münchen,16.41,1989-09-13 0:00:00,1
Custom Surgical GmbH,HNB_Capital_GmbH,medicine_biotech,munich,münchen,4.28,1977-04-07 0:00:00,1
medocs GmbH Medical Data & Software Services,"Schulze,_Jörn-Christian",medicine_biotech,cologne,siegen,1.55,1972-11-20 0:00:00,1
FiSens GmbH,Michael_Busch,hardware,hamburg,braunschweig,6.444433333,1957-06-06 0:00:00,1
FiSens GmbH,Dogel_GmbH,hardware,other,braunschweig,37.68,1981-10-16 0:00:00,1
UNBIND GmbH,Michael_Schmitt,finance,berlin,köln,25.05077517,1972-11-19 0:00:00,1
UNBIND GmbH,COMPANY_GmbH_-_Gesellschaft_zum_Handel_und_Verwerten_von_Rechten_und_Waren,finance,stuttgart,köln,14.16665,1975-10-19 0:00:00,1
Choco Communications GmbH,PhiSi_Invest_UG_(haftungsbeschränkt),software,berlin,berlin,0.2518333333,1982-04-11 0:00:00,1
ActiTrexx GmbH,EGO_Capital_GmbH,medicine_biotech,other,mainz,7.5,1962-05-01 0:00:00,1
ActiTrexx GmbH,Daniel_David_Schäfer,medicine_biotech,mannheim,mainz,38.0,1986-06-21 0:00:00,1
claimsforce GmbH,Guido_Momm,insurance,cologne,hamburg,3.45,1962-02-09 0:00:00,1
claimsforce GmbH,Oliver_Diezmann,insurance,hamburg,hamburg,0.675,1972-01-03 0:00:00,1
MONAVINCI GmbH,Michael_Viertler,ecommerce,munich,berlin,0.78675,1968-12-01 0:00:00,1
MONAVINCI GmbH,CHL_Lake_Ventures_UG_(haftungsbeschränkt)_AG,ecommerce,berlin,berlin,49.09463333,1966-01-25 0:00:00,1
StartMark GmbH,"von_Bloh,_Jochen",blockchain_crypto,cologne,düsseldorf,5.5,1967-04-06 0:00:00,1
StartMark GmbH,Harald_Schwardt,blockchain_crypto,frankfurt,düsseldorf,10.24,1953-04-19 0:00:00,1
StartMark GmbH,Grachia_Shakhazizian,blockchain_crypto,international,düsseldorf,22.44925,1993-04-14 0:00:00,1
Woodstox GmbH,Axel_Müller,ecommerce,munich,berlin,4.5515,1970-09-23 0:00:00,1
Policy-Insider.AI GmbH,goodcap_ventures_UG_(haftungsbeschränkt),software,hamburg,hamburg,16.81493333,1980-12-17 0:00:00,1
Policy-Insider.AI GmbH,Niklas_Günther,software,hamburg,hamburg,27.77776667,1983-11-06 0:00:00,1
Audry GmbH,Unternehmertum_f�rdern_RL_UG_(haftungsbeschr�nkt),advertising,berlin,berlin,51.12165,1990-05-01 0:00:00,1
Audry GmbH,Nicolas_Agustin_Cepeda,advertising,international,berlin,2.321,1984-07-01 0:00:00,1
Audry GmbH,Dr._Dominik_Wanner,advertising,international,berlin,12.3446,1976-12-10 0:00:00,1
MAYD Group GmbH,KAURI_Tech_Investment_GmbH,medicine_biotech,berlin,berlin,6.687666667,1966-06-03 0:00:00,1
Sizolution GmbH,Ralph_Lägel,ecommerce,berlin,berlin,0.97295,1964-01-06 0:00:00,1
HOMB GmbH,ESCEN_GmbH_in_BraunschweigESCEN_GmbH_in_Braunschweig,ecommerce,other,hannover,50.0,1983-07-22 0:00:00,1
alpha-cannabis Pharma GmbH,Nils_Heise,medicine_biotech,hamburg,auetal,1.15765,1985-11-07 0:00:00,1
Edurino GmbH,DNCL_GmbH,education,munich,münchen,62.5,1962-08-17 0:00:00,1
Edurino GmbH,T.A.R._Equity_GmbH,education,other,münchen,93.75,1971-02-12 0:00:00,1
Edurino GmbH,MB_Beteiligungs_UG_(haftungsbeschränkt),education,other,münchen,27.805,1987-04-29 0:00:00,1
SoD ScreenOnDemand GmbH,Dr._Wolfgang_Maas,advertising,munich,münchen,43.13294383,1959-06-22 0:00:00,1
SoD ScreenOnDemand GmbH,ALLUTI_GmbH,advertising,munich,münchen,2.636859368,1962-08-28 0:00:00,1
Leonyte Biosystems GmbH,Pabst_Beteiligungs-_und_Verwaltungsgesellschaft_mbH_Berlin,food,berlin,berlin,4.26835,1966-04-29 0:00:00,1
Leonyte Biosystems GmbH,Gerbig_Ventures_GmbH,food,other,berlin,26.202075,1981-05-03 0:00:00,1
AVERY Fertility GmbH,Micha_Hernandez_van_Leuffen,medicine_biotech,international,berlin,0.175,1979-11-24 0:00:00,1
AVERY Fertility GmbH,TIC_Ventures_GmbH,medicine_biotech,berlin,berlin,25.02606667,1984-09-26 0:00:00,1
AVERY Fertility GmbH,Oyfri_GmbH,medicine_biotech,berlin,berlin,0.17775,1984-01-19 0:00:00,1
AVERY Fertility GmbH,PNY_Ventures_GmbH,medicine_biotech,berlin,berlin,0.5985,1976-10-27 0:00:00,1
aidminutes GmbH,"Stadler,_Dr._Herbert",medicine_biotech,other,kiel,6.342,1944-06-10 0:00:00,1
Kinetos Group Holding GmbH,Aqoya_GmbH,mobility,cologne,köln,13.07233333,1983-08-24 0:00:00,1
open.INC GmbH,GSV_Holding_GmbH,software,other,siegen,40.0,1965-03-17 0:00:00,1
Careloop GmbH,JCL_Investment_GmbH,staffing,international,berlin,1.40805,1979-02-21 0:00:00,1
Careloop GmbH,WESC_CAPITAL_UG_(haftungsbeschränkt),staffing,hamburg,berlin,26.44013333,1986-04-19 0:00:00,1
i2x GmbH,Alions_Capital_GmbH,software,berlin,berlin,12.0509,1986-12-11 0:00:00,1
i2x GmbH,Annegret_Jatzkewitz,software,berlin,berlin,5.134,1955-04-12 0:00:00,1
Halbestunde GmbH,NP_Projects_GmbH,software,other,alt tellin ot siedenbüssow,0.1733333333,1990-01-29 0:00:00,1
Halbestunde GmbH,"Ulrich_Birsner,",software,other,alt tellin ot siedenbüssow,8.5,1957-05-25 0:00:00,1
Küchenheld GmbH,datavest_UG_(haftungsbeschränkt),ecommerce,frankfurt,mainz,25.5,1983-07-24 0:00:00,1
Küchenheld GmbH,Johannes_Westenhöfer,ecommerce,other,mainz,16.002,1995-01-20 0:00:00,1
Flip GmbH,BHB_Beteiligungsgesellschaft_mbH,service,hamburg,hamburg,22.83333333,1979-11-28 0:00:00,1
CanaProd Pharma GmbH,Antara_Media_GmbH,medicine_biotech,berlin,ahrensburg,1.08,1977-09-02 0:00:00,1
BenFit-Nutrition GmbH,Circos_Beteiligungs_UG_(haftungsbeschränkt),food,other,düsseldorf,1.74245,1969-12-24 0:00:00,1
YFood Labs GmbH,Rolf_Glöckler,food,cologne,münchen,13.735,1951-12-10 0:00:00,1
1Home Solutions GmbH,Behantivo_UG_(haftungsbeschränkt),real_estate,berlin,berlin,15.5289,1985-06-01 0:00:00,1
Climatiq Technologies GmbH,Witoliman_Ventures_GmbH,environmental_technology,international,berlin,11.51705,1986-10-21 0:00:00,1
OKAPI:Orbits GmbH,Alexander_Götz,mobility,stuttgart,braunschweig,18.835,1969-07-23 0:00:00,1
OKAPI:Orbits GmbH,IT_Inkubator_GmbH,mobility,other,braunschweig,3.001875,1965-05-07 0:00:00,1
Circunomics GmbH,Dr._von_Stryk_Consulting_&_Holding_UG_(haftungsbeschränkt),industry,international,mainz,9.855,,1
Circunomics GmbH,OS_Online_Solution_GmbH,industry,munich,mainz,2.701375,1962-02-25 0:00:00,1
Infra Equity GmbH,Seeventures_GmbH,construction,other,berlin,2.065,1985-04-03 0:00:00,1
Cliniserve GmbH,Gerhard_Müller,medicine_biotech,munich,münchen,7.665,,1
The Dude Food Company GmbH,JK_Holding_GmbH,ecommerce,international,hamburg,19.73,1986-07-07 0:00:00,1
MM Platforms GmbH,Storming_Invest_GmbH,construction,stuttgart,stuttgart,15.88335,1991-09-20 0:00:00,1
reCup GmbH,CPA_Invest_GmbH,environmental_technology,hamburg,münchen,1.026633333,1965-03-05 0:00:00,1
VF Nutrition GmbH,Mücke_&_Sturm_Beteiligungsgesellschaft_mbH,food,munich,berlin,5.251314286,1971-11-25 0:00:00,1
KitchX GmbH,Air_s.Pace_GmbH,real_estate,cologne,düsseldorf,0.002,1988-01-07 0:00:00,1
besser zuhause GmbH,Wathory_Holding_GmbH,construction,other,hamburg,20.5024,1976-03-20 0:00:00,1
auteon GmbH,FAMe_Invest_&_Management_GmbH,mobility,munich,münchen,4.485,1965-11-13 0:00:00,1
auteon GmbH,JAB_Ventures_GmbH,mobility,munich,münchen,1.985,1982-10-08 0:00:00,1
auteon GmbH,Philipp_Weber_UG_(haftungsbeschränkt)_mit_dem_Sitz_in_Wallerfing_(Amtsgericht_Deggendorf_-_HRB_5007),mobility,international,münchen,17.525,,1
mercavus GmbH,Dr._Patricio_Lopez,ecommerce,berlin,berlin,25.011,1970-08-31 0:00:00,1
mercavus GmbH,Stefan_Rühling_Capital_GmbH_AG_Würzburg,ecommerce,other,berlin,0.5642,1958-11-02 0:00:00,1
Motor Ai GmbH,Bora_Kirkali,mobility,international,berlin,5.09505,1969-04-30 0:00:00,1
Motor Ai GmbH,Prof._Dr_.-_Ing._Kai-Uwe_Schröder,mobility,hamburg,berlin,13.0,1973-02-12 0:00:00,1
Rehappy GmbH,BJF-Holding_GmbH,medicine_biotech,other,aachen,2.759,1960-08-19 0:00:00,1
cloudradar GmbH,CZ_Investment_UG_(haftungsbeschränkt),software,munich,potsdam,0.2861,1961-12-29 0:00:00,1
cloudradar GmbH,Dr._Christian_Poensgen_UG_(haftungsbeschränkt)_AG_Köln,software,cologne,potsdam,0.8075,1987-10-08 0:00:00,1
cloudradar GmbH,JSL_Holding_GmbH,software,cologne,potsdam,49.5,1976-09-29 0:00:00,1
plan4 Software GmbH,CAP_&_DEV_GmbH,real_estate,other,freiburg im breisgau,10.609755,1990-09-25 0:00:00,1
foodji marketplace GmbH,Eyser_GmbH_Stuttgart,food,stuttgart,grünwald,1.421528571,1987-11-06 0:00:00,1
Interactive Performance Deutschland GmbH,HighFlyer_Ventures_GmbH,advertising,international,hamburg,16.95,1988-01-14 0:00:00,1
Global Esports Entertainment GmbH,Blackbird_Internet_UG_(haftungsbeschränkt),gaming,berlin,berlin,0.4367,1982-09-24 0:00:00,1
Global Esports Entertainment GmbH,Gorilla_Beteiligungen_UG_(haftungsbeschränkt),gaming,berlin,berlin,5.988466667,1982-04-01 0:00:00,1
SURFTOWN Hallbergmoos GmbH,Oliver_Böhme,hardware,leipzig,münchen,10.925,1982-06-16 0:00:00,1
SURFTOWN Hallbergmoos GmbH,pabloestredo_UG_(haftungsbeschränkt),hardware,other,münchen,43.125,1992-06-12 0:00:00,1
SURFTOWN Hallbergmoos GmbH,Hill_GmbH,hardware,cologne,münchen,32.38229757,1965-12-14 0:00:00,1
SURFTOWN Hallbergmoos GmbH,CHL_Lake_Ventures_UG_(haftungsbeschränkt)_AG,hardware,berlin,münchen,49.09463333,1966-01-25 0:00:00,1
cmmrcl.ly GmbH,Beck_UG_(haftungsbeschränkt),advertising,hamburg,hamburg,3.0,1986-12-16 0:00:00,1
cmmrcl.ly GmbH,Deportivo_Consulting_GmbH,advertising,hamburg,hamburg,25.665,1970-02-19 0:00:00,1
ImMa Solutions GmbH,JJR_Capital_GmbH,real_estate,cologne,berlin,1.028966667,1986-01-08 0:00:00,1
ImMa Solutions GmbH,Force_Ventures_AG,real_estate,berlin,berlin,15.1186,1975-03-01 0:00:00,1
ImMa Solutions GmbH,Christian_Peters,real_estate,berlin,berlin,21.0,1981-08-10 0:00:00,1
tokenstreet GmbH,Boomerang_Investments_GmbH,real_estate,berlin,berlin,10.355,1988-04-01 0:00:00,1
Syncreality GmbH,SI_Development_&_Service_GmbH,media,other,berlin,2.34415,1977-10-31 0:00:00,1
Syncreality GmbH,BASK_Capital_GmbH,media,munich,berlin,6.044133333,1983-07-08 0:00:00,1
water stuff & sun GmbH,Diako_Thüringen_gGmbH,energy,hamburg,unterschleißheim,14.67666667,1987-05-20 0:00:00,1
water stuff & sun GmbH,Wathory_Holding_GmbH,energy,other,unterschleißheim,20.5024,1976-03-20 0:00:00,1
SPREE Interactive GmbH,Hannes_Borst,gaming,other,nürnberg,7.0,1992-07-27 0:00:00,1
RideBee UG (haftungsbeschränkt),FRIIH_GmbH,mobility,cologne,münchen,0.395,1964-12-26 0:00:00,1
RideBee UG (haftungsbeschränkt),Magera_Ventures_UG_(haftungsbeschränkt),mobility,cologne,münchen,12.3105,1986-08-02 0:00:00,1
uze! Mobility GmbH,Jensen_GmbH,mobility,other,bremen,23.642,,1
Tribeca Ice Cream GmbH,Midi_Ventures_GmbH,food,berlin,berlin,8.6857,1981-09-01 0:00:00,1
Tribeca Ice Cream GmbH,GailSebastian_UG_(haftungsbeschränkt),food,berlin,berlin,42.05,1965-09-17 0:00:00,1
Tribeca Ice Cream GmbH,Bold_Ventures_GmbH,food,berlin,berlin,7.9568,1980-10-29 0:00:00,1
Tribeca Ice Cream GmbH,Oliver_Roider,food,other,berlin,14.8,1968-10-15 0:00:00,1
Sentryc GmbH,datavest_UG_(haftungsbeschränkt),ecommerce,frankfurt,berlin,25.5,1983-07-24 0:00:00,1
Sentryc GmbH,Dr._Peter_Mertens,ecommerce,frankfurt,berlin,2.0,1961-03-30 0:00:00,1
Sentryc GmbH,Hoffschmidt_Ventures_GmbH,ecommerce,berlin,berlin,5.4772,1988-07-14 0:00:00,1
RS Recommerce Technologies GmbH,SFP_Holding_GmbH,ecommerce,munich,berlin,0.66,1966-01-03 0:00:00,1
RS Recommerce Technologies GmbH,Tom_Christoph_Haltenhof,ecommerce,berlin,berlin,15.0,1986-01-15 0:00:00,1
RS Recommerce Technologies GmbH,MURAKAMY_GmbH,ecommerce,munich,berlin,1.70465,1979-01-15 0:00:00,1
35up GmbH,Roskopf_Ventures_GmbH_Berlin,ecommerce,berlin,berlin,0.3603285714,1983-09-20 0:00:00,1
Amira Media GmbH,Pasquale_Ciociola,service,cologne,neuss,50.0,1987-03-30 0:00:00,1
PAXLY GmbH,Tim_Schloen,ecommerce,stuttgart,halle (saale),0.00395,1968-04-28 0:00:00,1
PAXLY GmbH,Jackson_Bond_Holding_GmbH,ecommerce,berlin,halle (saale),1.6961,1968-08-03 0:00:00,1
MeinLieblingsposter GmbH,Maximilian_Messing_Ventures_UG_(haftungsbeschränkt),ecommerce,cologne,düsseldorf,16.695,,1
Kosmas Therapeutics GmbH,Andreas_Herrmann,medicine_biotech,other,nürnberg,17.446,1963-03-29 0:00:00,1
Kosmas Therapeutics GmbH,Realum.cloud_GmbH,medicine_biotech,other,nürnberg,11.53,1962-11-22 0:00:00,1
Block2Job GmbH,Alamak_GmbH,staffing,cologne,braunschweig,22.235,1977-01-03 0:00:00,1
Block2Job GmbH,Marco_Wolf,staffing,other,braunschweig,27.5,1973-06-30 0:00:00,1
oculid GmbH,Sebastian_Burian,software,berlin,berlin,5.37675,1974-02-10 0:00:00,1
DBG Digitale betriebliche Gesundheitsvorsorge GmbH,GailSebastian_UG_(haftungsbeschränkt),insurance,berlin,berlin,42.05,1965-09-17 0:00:00,1
DBG Digitale betriebliche Gesundheitsvorsorge GmbH,CG_Ventures_GmbH_Baiersbronn,insurance,stuttgart,berlin,7.089746667,1985-12-29 0:00:00,1
GOLFCLIX GmbH,FAMG_Ventures_UG_(haftungsbeschränkt),sports,munich,dormagen,13.071,1985-09-12 0:00:00,1
Smokeless.world GmbH,Ingo_Baumann,service,cologne,grünwald,0.8329,1971-02-27 0:00:00,1
Smokeless.world GmbH,Albert_Johann_Karl_Schloderer,service,munich,grünwald,0.46,1969-03-05 0:00:00,1
DaThera Consumer Health GmbH,Marvelous_Ventures_UG_(haftungsbeschränkt),medicine_biotech,berlin,münchen,21.668,1979-07-21 0:00:00,1
Cuore Technology Hamburg GmbH,Deutsche_Cannabis_AG,medicine_biotech,hamburg,hamburg,50.0,1953-01-20 0:00:00,1
DESERTFOODS International GmbH,Wessel_Beteiligungen_UG_(haftungsbeschränkt)_Hörstel,agriculture,other,dummerstorf ot beselin,19.59972,1965-01-18 0:00:00,1
Lanes & Planes GmbH,Penguin_H_UG_(haftungsbeschraenkt),tourism,cologne,münchen,9.78285,1974-07-11 0:00:00,1
SWAN Beauty Tech GmbH,"Berburg_UG_(haftungsbeschränkt),",ecommerce,hamburg,hamburg,9.002,1986-12-28 0:00:00,1
Agvolution GmbH,BAM_Holding_GmbH,agriculture,other,göttingen,62.51666667,1986-02-27 0:00:00,1
MyBiotech GmbH,Peter_König,medicine_biotech,other,überherrn,2.502,1961-03-22 0:00:00,1
Contexon GmbH,Angels_Landing_Two_GmbH,software,frankfurt,berlin,10.00333333,1979-10-16 0:00:00,1
B66 Therapeutics GmbH,Jan_Philipp_Harries,medicine_biotech,cologne,freiburg im breisgau,10.0,1986-04-30 0:00:00,1
baybies GmbH,ItoR_GmbH,ecommerce,munich,grünwald,7.65,1971-04-26 0:00:00,1
philandro Holding GmbH,Abstract_UG_(haftungsbeschränkt),software,munich,stuttgart,57.66749667,,1
philandro Holding GmbH,CareCap_Technology_Ventures_GmbH,software,berlin,stuttgart,26.47555,1982-04-20 0:00:00,1
Mister Cannabis GmbH,Agata_Chudzinska,ecommerce,international,hamburg,4.0,1992-06-16 0:00:00,1
Mister Cannabis GmbH,Scholz_Ventures_GmbH,ecommerce,hamburg,hamburg,34.12565,1990-09-18 0:00:00,1
W+F Engineering GmbH,Andreas_Herbert_Förster,tourism,cologne,mönchengladbach,41.715,1979-10-28 0:00:00,1
Neotes GmbH,SELCAL_GmbH_Leipzig,medicine_biotech,leipzig,berlin,61.25,1968-02-01 0:00:00,1
Neotes GmbH,wrapall_UG_(haftungsbeschränkt),medicine_biotech,other,berlin,0.2661,1981-08-06 0:00:00,1
ROB'E GmbH,Woltertainment_GmbH,medicine_biotech,cologne,hamburg,1.235,1967-01-31 0:00:00,1
Workpath GmbH,Luktev_GmbH,staffing,berlin,münchen,2.565,1977-06-29 0:00:00,1
Smart Flow Irritech Solutions GmbH,Jacobo_Invest_GmbH,service,stuttgart,berlin,16.2249125,1973-03-30 0:00:00,1
intertempi GmbH,Prof._Dr._Frank_Fitzek,real_estate,berlin,berlin,13.31246667,1971-10-05 0:00:00,1
intertempi GmbH,Stefanie_Fischer,real_estate,munich,berlin,0.467255,1971-06-21 0:00:00,1
paretos GmbH,Dr._Ulrich_Matthias_Jürgen_Meißner,software,frankfurt,heidelberg,4.003666667,1958-03-27 0:00:00,1
paretos GmbH,TP_Invest_UG_(haftungsbeschränkt)_mit_Sitz_in_Rodgau,software,frankfurt,heidelberg,23.12,1978-10-28 0:00:00,1
aiConomix GmbH,Frost_Holding_GmbH,software,other,köln,37.15,1969-05-02 0:00:00,1
UVENTIONS GmbH,Arne_Dau,medicine_biotech,hamburg,hamburg,27.66666667,1982-02-04 0:00:00,1
PSS - Pharma Service Systeme GmbH,JDoing_GmbH,medicine_biotech,stuttgart,reichenbach an der fils,12.501,1982-12-19 0:00:00,1
Qualifyze GmbH,Feld_Street_Capital_GmbH,industry,frankfurt,frankfurt am main,18.175,1987-10-27 0:00:00,1
repareo GmbH,Michael,mobility,other,münchen,36.155,1970-10-05 0:00:00,1
repareo GmbH,Dupuis_Investment_GmbH,mobility,berlin,münchen,1.316666667,1967-05-06 0:00:00,1
Gaiali GmbH,Bonum_Ventures_GmbH,education,munich,berlin,58.2838,1975-07-11 0:00:00,1
Aqarios GmbH,Untermotorisiert_GmbH_AG,hardware,munich,münchen,3.726666667,1984-08-13 0:00:00,1
MotionMiners GmbH,Dr._Hubert_Anton_Jäger,software,munich,dortmund,35.26,1966-05-09 0:00:00,1
Viamonda GmbH,Schwarz_Verwaltung_UG_(haftungsbeschränkt),tourism,stuttgart,köln,5.0,1975-04-27 0:00:00,1
Horeca Digital System GmbH,First_Solid_Capital_GmbH_mit_Sitz_in_Hamburg,finance,hamburg,leipzig,11.995,1963-06-23 0:00:00,1
Horeca Digital System GmbH,I!see_GmbH,finance,cologne,leipzig,4.492,1978-01-09 0:00:00,1
PROLIANCE GmbH,Christian_Orsinger,legal_consulting,cologne,münchen,2.94,1961-05-29 0:00:00,1
Interior Demand I/O GmbH,Benedikt_Quade,ecommerce,hamburg,hamburg,11.82,1999-02-08 0:00:00,1
STREET PRO GmbH,Michael_Hallen_Beteiligungs_GmbH,sports,cologne,bonn,13.63,1960-09-20 0:00:00,1
STREET PRO GmbH,Blom_Capital_GmbH,sports,cologne,bonn,9.465,1970-10-28 0:00:00,1
Handwerk Connected GmbH,Jan-Nicolas_Zaabe_UG_(haftungsbeschränkt),industry,cologne,wermelskirchen,19.875,1990-02-19 0:00:00,1
DeepEyes GmbH,Mobilis_in_Mobili_GmbH,industry,other,münchen,1.52405,1980-02-26 0:00:00,1
Carbon Farmed Solutions GmbH,Matthias_Urlichs,agriculture,other,berlin,0.628,1966-06-08 0:00:00,1
Material24 GmbH,Boston_Venture_GmbH,construction,munich,münchen,1.55412311,1972-05-28 0:00:00,1
INSTICUBE GmbH,aap_capital_GmbH,finance,stuttgart,münchen,34.31,1979-03-08 0:00:00,1
Nährstoff-Reich GmbH,Pbandi_UG_(haftungsbeschränkt),food,other,bochum,4.616666667,1975-12-29 0:00:00,1
Dynamic42 GmbH,WINGS_Beteiligungsgesellschaft_mbH,medicine_biotech,munich,jena,11.40697125,1957-03-12 0:00:00,1
TRAXPAY GmbH,CAPCELLENCE_Beteiligungen_GmbH,finance,hamburg,frankfurt am main,10.9392,1964-03-20 0:00:00,1
CapLab GmbH,Prof._Dr._Harald_Gießen,gaming,stuttgart,ettlingen,17.5,1966-10-04 0:00:00,1
VISSEIRO GmbH,MAP_Asset_Management_GmbH_i.G._(AG_Frankfurt_am_Main),medicine_biotech,frankfurt,berlin,36.6733,1986-11-09 0:00:00,1
Veritas Entertainment GmbH,Deep_Platforms_GmbH,gaming,munich,berlin,75.0,1990-03-18 0:00:00,1
Veritas Entertainment GmbH,Impact_Ventures_GmbH,gaming,berlin,berlin,27.1625,1966-11-14 0:00:00,1
Veritas Entertainment GmbH,acmaios_GmbH,gaming,munich,berlin,2.89695572,1959-05-27 0:00:00,1
DroidDrive GmbH,Michael_Kern,mobility,international,aachen,7.00515,1955-07-16 0:00:00,1
Mind Your Orbit UG (haftungsbeschränkt),Jaa_Ventures_GmbH_mit_dem_Sitz_in_St._Leon-Rot,software,mannheim,ulm,61.625,1985-04-12 0:00:00,1
Fiesta GmbH,PR-Beteiligungs-_und_Managementgesellschaft_mbH_AG,advertising,hamburg,hamburg,15.0,1964-01-27 0:00:00,1
GlassDollar UG (haftungsbeschränkt),Courage_Companies_UG_(haftungsbeschränkt),service,munich,berlin,0.1423666667,1982-08-01 0:00:00,1
VRHQ GmbH,Pascal_Kümper,software,hamburg,hamburg,22.0,1984-01-23 0:00:00,1
Aible GmbH,Daniel_Rene_Müller,software,cologne,rostock,30.715,1978-08-14 0:00:00,1
Aible GmbH,Stefan_Hoheisel,software,leipzig,rostock,19.16666667,1980-08-08 0:00:00,1
Teamsports AI GmbH,SK756_Capital_UG_(haftungsbeschränkt),sports,berlin,berlin,2.0535,1992-09-11 0:00:00,1
Teamsports AI GmbH,Reber_Capital_UG_(haftungsbeschränkt),sports,berlin,berlin,5.334811111,1987-08-27 0:00:00,1
Meaningful Travel GmbH,Alexander_Runge,tourism,cologne,düsseldorf,34.5,1985-03-21 0:00:00,1
BIOVOX GmbH,AleHa_Holding_UG_(haftungsbeschränkt),environmental_technology,stuttgart,darmstadt,5.705,1992-05-12 0:00:00,1
BIOVOX GmbH,"Henkensiefken,_David",environmental_technology,berlin,darmstadt,0.19455,1974-09-15 0:00:00,1
BIOVOX GmbH,Alvio_GmbH,environmental_technology,berlin,darmstadt,2.4475,1982-01-05 0:00:00,1
